193,ephesians_6_3,joy
194,philippians_2_24,joy
195,jeremiah_25_38,anger
196,judges_21_18,sadness
197,genesis_50_3,sadness
198,isaiah_46_6,disgust
199,exodus_9_5,neutral
200,zechariah_14_1,fear
201,numbers_20_24,sadness
202,1_kings_18_13,joy
203,numbers_3_50,neutral
204,daniel_3_16,confidence
205,job_33_32,neutral
206,jeremiah_21_6,anger
207,job_39_4,joy
208,ezekiel_45_24,neutral
209,jeremiah_48_5,sadness
210,1_samuel_23_2,neutral
211,genesis_10_6,neutral
212,luke_19_8,joy
232,revelation_6_8,fear
233,1_chronicles_7_28,neutral
234,1_corinthians_14_5,neutral
235,acts_13_32,joy
236,2_chronicles_34_19,sadness
237,malachi_1_13,disgust
238,hebrews_2_17,joy
239,1_chronicles_27_22,neutral
240,1_kings_7_17,neutral
241,1_samuel_7_13,joy
242,job_6_22,sadness
243,exodus_6_27,neutral
244,deuteronomy_6_18,joy
245,leviticus_5_16,joy
246,john_8_2,joy
247,numbers_21_13,neutral
248,joshua_15_55,neutral
249,2_john_1_10,anger
250,judges_1_12,neutral
251,1_chronicles_9_30,neutral
252,1_kings_20_41,surprise
253,mark_7_25,fear
254,1_corinthians_15_2,joy
255,2_kings_25_14,sadness
256,proverbs_27_10,joy
257,job_15_19,neutral
258,ephesians_4_16,joy
259,jeremiah_44_29,anger
260,psalms_109_13,anger
261,numbers_33_21,neutral
262,deuteronomy_2_26,neutral
263,matthew_15_4,fear
264,luke_11_49,sadness
265,luke_24_44,joy
266,psalms_40_15,anger
267,acts_13_50,anger
268,matthew_20_17,neutral
269,genesis_42_36,sadness
270,genesis_33_9,joy
271,leviticus_6_4,neutral
272,mark_9_46,fear
273,deuteronomy_5_5,fear
274,psalms_85_7,joy
275,esther_4_3,sadness
276,deuteronomy_21_16,neutral
277,mark_10_24,surprise
278,1_kings_11_37,joy
279,mark_14_49,sadness
280,joshua_11_2,neutral
281,proverbs_4_21,neutral
282,genesis_21_19,joy
283,ecclesiastes_9_15,sadness
284,numbers_32_40,neutral
285,genesis_24_10,neutral
286,nehemiah_7_60,neutral
287,esther_9_21,joy
288,2_timothy_4_13,neutral
289,numbers_4_5,neutral
290,genesis_38_15,disgust
291,psalms_107_6,joy
292,joshua_20_8,neutral
293,1_kings_13_27,neutral
294,luke_21_10,fear
295,isaiah_51_1,neutral
296,esther_7_4,fear
297,1_kings_11_5,disgust
298,exodus_8_22,joy
299,acts_19_22,neutral
300,proverbs_2_17,disgust
301,joshua_23_6,joy
302,ezekiel_44_30,joy
303,jeremiah_36_25,sadness
304,jeremiah_51_37,anger
305,revelation_22_14,joy
306,ezekiel_34_13,joy
307,zechariah_1_4,anger
308,job_6_27,sadness
309,psalms_116_17,joy
310,acts_13_9,neutral
311,joshua_6_8,joy
312,ezekiel_34_12,joy
313,psalms_119_80,neutral
314,hebrews_3_2,neutral
315,psalms_144_3,surprise
316,2_kings_15_21,neutral
317,ezekiel_36_7,anger
318,numbers_25_14,neutral
319,leviticus_24_22,joy
320,1_corinthians_10_16,joy
321,colossians_3_20,joy
322,1_corinthians_6_6,disgust
323,judges_8_12,anger
324,exodus_28_1,neutral
325,john_13_22,surprise
326,john_17_8,joy
327,amos_2_2,anger
328,2_corinthians_1_1,neutral
329,job_8_12,sadness
330,genesis_10_31,neutral
331,amos_4_2,fear
332,isaiah_11_6,joy
333,romans_3_28,joy
334,jeremiah_51_48,joy
335,2_chronicles_17_7,neutral
336,2_chronicles_10_14,anger
337,joshua_2_10,fear
338,mark_14_15,neutral
339,2_samuel_12_3,joy
340,psalms_99_8,joy
341,luke_19_16,joy
342,lamentations_3_41,joy
343,hosea_1_6,sadness
344,matthew_21_13,anger
345,luke_18_19,neutral
346,isaiah_35_6,joy
347,colossians_1_20,joy
348,psalms_100_2,joy
349,numbers_6_6,neutral
350,esther_9_8,neutral
351,job_6_19,sadness
352,1_samuel_5_4,surprise
353,genesis_5_27,neutral
354,psalms_31_17,fear
355,matthew_14_3,sadness
356,ezekiel_30_19,anger
357,proverbs_19_8,joy
358,psalms_139_24,joy
359,leviticus_23_23,neutral
360,mark_15_47,sadness
361,luke_11_3,neutral
362,james_4_11,anger
363,numbers_16_32,fear
364,isaiah_58_11,joy
365,jonah_3_2,neutral
366,luke_18_26,surprise
367,numbers_29_35,neutral
368,deuteronomy_34_4,sadness
369,jeremiah_16_2,sadness
370,john_6_40,joy
371,esther_1_9,neutral
372,deuteronomy_5_23,fear
373,hosea_13_13,sadness
374,numbers_13_30,joy
375,1_thessalonians_5_18,joy
376,2_kings_8_19,joy
377,genesis_36_5,neutral
378,2_chronicles_32_24,joy
379,1_samuel_4_18,sadness
380,numbers_14_27,anger
381,jeremiah_40_7,neutral
382,luke_15_24,joy
383,1_kings_3_28,fear
384,leviticus_13_26,neutral
385,numbers_2_32,neutral
386,genesis_34_20,neutral
387,genesis_44_31,sadness
388,revelation_7_3,neutral
389,jeremiah_26_4,anger
390,nahum_1_4,anger
391,numbers_29_31,neutral
392,genesis_17_3,joy
393,2_chronicles_9_8,joy
394,1_chronicles_10_2,sadness
395,john_13_29,neutral
396,leviticus_10_7,fear
397,genesis_19_22,fear
398,2_samuel_16_5,anger
399,2_corinthians_8_23,joy
400,john_19_27,joy
401,numbers_32_30,neutral
402,psalms_119_172,joy
403,ecclesiastes_7_14,neutral
404,hosea_10_2,anger
405,2_corinthians_9_5,joy
406,genesis_30_2,anger
407,john_16_19,surprise
408,james_2_4,disgust
409,1_kings_8_34,joy
410,1_chronicles_27_20,neutral
411,2_chronicles_20_14,joy
412,proverbs_4_9,joy
413,job_6_17,sadness
414,2_kings_23_26,anger
415,genesis_37_8,anger
416,deuteronomy_3_19,neutral
417,judges_18_19,neutral
418,job_36_29,surprise
419,leviticus_16_4,neutral
420,luke_22_36,fear
421,mark_6_6,surprise
422,matthew_4_7,neutral
423,jeremiah_15_7,anger
424,john_16_12,neutral
425,acts_9_36,joy
426,deuteronomy_32_4,joy
427,job_19_8,sadness
428,2_samuel_19_3,shame
429,2_chronicles_18_6,neutral
430,isaiah_47_4,joy
431,2_samuel_12_10,anger
432,numbers_14_26,neutral
433,matthew_12_10,anger
434,1_chronicles_8_19,neutral
435,isaiah_28_8,disgust
436,jeremiah_4_30,disgust
437,jeremiah_3_16,neutral
438,romans_2_2,neutral
439,1_samuel_22_21,sadness
440,luke_22_22,sadness
441,acts_26_28,surprise
442,1_chronicles_12_21,joy
443,john_14_28,joy
444,exodus_27_7,neutral
445,amos_9_8,anger
446,1_corinthians_11_26,joy
447,psalms_69_23,anger
448,ecclesiastes_7_11,joy
449,psalms_62_11,joy
450,genesis_36_41,neutral
451,genesis_18_30,fear
452,philippians_2_6,joy
453,psalms_112_5,joy
454,exodus_34_22,joy
455,daniel_6_11,joy
456,micah_6_11,disgust
457,1_corinthians_11_18,anger
458,1_samuel_17_6,neutral
459,ezekiel_1_8,surprise
460,psalms_114_2,joy
461,job_10_18,sadness
462,romans_15_4,joy
463,zechariah_8_6,surprise
464,judges_7_25,anger
465,micah_1_5,anger
466,job_30_17,sadness
467,luke_2_17,joy
468,philemon_1_10,joy
469,john_7_47,disgust
470,2_samuel_16_20,neutral
471,job_33_31,neutral
472,genesis_20_18,anger
473,1_corinthians_12_19,neutral
474,luke_12_11,fear
475,exodus_37_4,neutral
476,habakkuk_2_20,joy
477,deuteronomy_31_16,sadness
478,judges_16_2,fear
479,acts_25_27,surprise
480,john_11_52,joy
481,matthew_22_32,joy
482,romans_15_2,joy
483,1_corinthians_7_15,neutral
484,genesis_16_2,sadness
485,genesis_45_19,joy
486,2_peter_1_18,surprise
487,jeremiah_13_17,sadness
488,deuteronomy_30_15,neutral
489,judges_9_48,neutral
490,2_kings_4_30,joy
491,leviticus_26_26,sadness
492,mark_5_27,joy
493,acts_27_21,anger
494,exodus_10_18,neutral
495,leviticus_19_19,neutral
496,exodus_40_25,neutral
497,luke_11_32,anger
498,psalms_55_11,disgust
499,numbers_13_23,joy
500,proverbs_4_11,joy
501,ezekiel_2_10,sadness
502,james_1_15,fear
503,john_1_32,joy
504,daniel_9_1,neutral
505,romans_14_19,joy
506,daniel_10_19,joy
507,psalms_135_18,disgust
508,numbers_16_29,fear
509,psalms_57_8,joy
510,numbers_28_26,joy
511,daniel_3_27,surprise
512,romans_2_9,fear
513,ezekiel_7_5,fear
514,1_samuel_2_32,sadness
515,1_samuel_22_11,neutral
516,joshua_15_51,neutral
517,joshua_21_12,neutral
518,malachi_2_9,anger
519,psalms_145_3,joy
520,luke_22_43,joy
521,psalms_55_8,fear
522,luke_14_19,neutral
523,1_corinthians_10_18,neutral
524,psalms_119_49,hope
525,exodus_15_11,joy
526,1_chronicles_4_26,neutral
527,ezekiel_20_6,joy
528,amos_5_20,fear
529,philemon_1_12,joy
530,deuteronomy_24_4,disgust
531,john_1_9,joy
532,habakkuk_2_15,disgust
533,mark_13_30,surprise
534,isaiah_44_11,shame
535,1_chronicles_14_3,neutral
536,2_kings_25_30,joy
537,1_chronicles_2_48,neutral
538,zephaniah_3_1,disgust
539,jeremiah_6_11,anger
540,luke_5_23,surprise
541,acts_20_25,sadness
542,1_corinthians_15_5,joy
543,revelation_22_21,joy
544,leviticus_8_1,neutral
545,romans_2_21,anger
546,james_1_9,joy
547,job_20_1,neutral
548,isaiah_8_9,anger
549,deuteronomy_3_21,joy
550,esther_6_13,fear
551,genesis_26_1,fear
552,daniel_5_30,anger
553,numbers_28_4,neutral
554,joshua_9_1,neutral
555,matthew_14_25,surprise
556,deuteronomy_4_8,joy
557,1_chronicles_9_25,neutral
558,genesis_8_14,joy
559,joshua_19_10,neutral
560,luke_23_19,anger
561,daniel_7_3,fear
562,1_chronicles_19_16,fear
563,ezekiel_2_1,neutral
564,psalms_66_20,joy
565,1_corinthians_7_16,hope
566,hebrews_6_3,neutral
567,1_samuel_17_40,courage
568,1_chronicles_24_22,neutral
569,1_chronicles_1_37,neutral
570,psalms_94_20,anger
571,ezekiel_39_10,anger
572,jeremiah_49_12,anger
573,1_chronicles_29_19,joy
574,john_6_14,surprise
575,psalms_106_44,sadness
576,1_chronicles_27_10,neutral
577,1_chronicles_4_21,neutral
578,jeremiah_9_5,disgust
579,numbers_13_15,neutral
580,zechariah_12_1,neutral
581,acts_14_22,sadness
582,psalms_106_48,joy
583,1_corinthians_10_20,disgust
584,genesis_41_52,joy
585,revelation_20_13,fear
586,john_9_3,neutral
587,deuteronomy_18_13,neutral
588,leviticus_22_26,neutral
589,ezekiel_1_13,surprise
590,judges_11_16,neutral
591,1_chronicles_17_8,joy
592,deuteronomy_20_1,fear
593,job_6_13,sadness
594,numbers_33_12,neutral
595,ezekiel_42_9,neutral
596,ezekiel_11_22,surprise
597,isaiah_1_31,anger
598,isaiah_46_9,joy
599,psalms_78_46,sadness
600,genesis_8_13,joy
601,jeremiah_25_22,neutral
602,nehemiah_13_11,anger
603,nahum_2_9,joy
604,exodus_33_15,fear
605,1_corinthians_1_20,surprise
606,2_chronicles_17_10,fear
607,acts_26_2,joy
608,numbers_21_20,neutral
609,exodus_5_19,sadness
610,john_18_17,fear
611,2_timothy_1_1,neutral
612,jeremiah_6_29,anger
613,genesis_47_13,sadness
614,2_kings_25_9,anger
615,nehemiah_8_14,surprise
616,psalms_139_15,joy
617,acts_4_2,anger
618,isaiah_19_21,joy
619,numbers_30_14,neutral
620,matthew_8_29,fear
621,mark_14_59,disgust
622,isaiah_40_31,joy
623,joshua_19_30,neutral
624,1_chronicles_19_19,joy
625,1_kings_22_30,fear
626,exodus_10_27,anger
627,1_kings_18_12,fear
628,1_samuel_17_45,confidence
629,zechariah_9_16,joy
630,2_kings_22_20,peace  
631,1_chronicles_1_11,neutral  
632,2_chronicles_11_19,neutral  
633,mark_4_31,neutral  
634,1_chronicles_14_16,joy  
635,numbers_12_1,anger  
636,jeremiah_52_28,sadness  
637,2_chronicles_1_13,neutral  
638,genesis_11_3,neutral  
639,numbers_26_40,neutral  
640,numbers_27_20,respect  
641,genesis_29_29,neutral  
642,genesis_25_12,neutral  
643,song_of_solomon_7_10,joy  
644,genesis_34_22,neutral  
645,proverbs_21_3,joy  
646,nehemiah_4_3,disgust  
647,1_thessalonians_5_11,joy  
648,genesis_46_15,neutral  
649,leviticus_2_3,neutral  
650,acts_17_10,fear  
651,numbers_22_37,anger
652,numbers_21_35,anger
653,numbers_26_35,neutral
654,nehemiah_11_12,neutral
655,exodus_32_18,surprise
656,psalms_46_5,joy
657,jeremiah_50_43,fear
658,lamentations_1_2,sadness
659,jeremiah_36_23,anger
660,isaiah_33_19,fear
661,isaiah_24_12,sadness
662,proverbs_30_27,neutral
663,numbers_2_12,neutral
664,nehemiah_4_7,anger
665,ezekiel_33_22,surprise
666,jeremiah_26_16,joy
667,psalms_22_21,fear
668,isaiah_36_6,disgust
669,numbers_26_56,neutral
670,ezra_10_25,neutral
671,numbers_15_24,neutral  
672,romans_7_3,neutral  
673,jeremiah_26_12,anger  
674,numbers_5_1,neutral  
675,psalms_78_27,surprise  
676,ecclesiastes_8_13,fear  
677,isaiah_23_16,sadness  
678,2_chronicles_2_1,neutral  
679,1_kings_6_23,neutral  
680,2_chronicles_25_25,neutral  
681,psalms_46_11,joy  
682,genesis_18_25,anger  
683,mark_2_21,neutral  
684,hebrews_6_4,surprise  
685,luke_6_17,joy  
686,2_kings_4_36,joy  
687,joshua_14_4,neutral  
688,matthew_10_6,neutral  
689,psalms_90_8,fear  
690,numbers_35_10,neutral  
691,nehemiah_12_38,joy  
692,deuteronomy_33_8,neutral  
693,genesis_41_48,neutral  
694,numbers_4_24,neutral  
695,psalms_35_12,sadness  
696,ezekiel_44_9,disgust  
697,2_thessalonians_2_2,fear  
698,ezekiel_48_24,neutral  
699,john_2_13,neutral  
700,ezekiel_22_17,neutral  
701,2_chronicles_28_11,fear  
702,deuteronomy_9_22,anger  
703,genesis_48_13,neutral  
704,jeremiah_6_14,sadness  
705,song_of_solomon_7_5,joy  
706,numbers_34_26,neutral  
707,psalms_68_19,joy  
708,leviticus_17_15,disgust  
709,leviticus_4_25,neutral  
710,ezra_2_24,neutral  
711,1_samuel_3_4,surprise  
712,jonah_2_7,sadness  
713,luke_12_28,joy  
714,psalms_22_23,joy  
715,joel_2_17,sadness  
716,job_41_10,fear  
717,genesis_26_16,fear  
718,matthew_27_37,sadness  
719,ecclesiastes_9_1,neutral  
720,luke_8_32,surprise  
721,matthew_9_9,surprise  
722,exodus_17_13,anger  
723,micah_2_1,anger  
724,1_corinthians_15_57,joy  
725,job_11_15,joy  
726,psalms_109_28,joy  
727,jeremiah_52_14,sadness  
728,john_14_27,joy  
729,job_28_20,surprise  
730,joshua_19_24,neutral  
731,mark_7_31,neutral  
732,psalms_56_12,joy  
733,romans_15_19,joy  
734,luke_17_7,neutral  
735,isaiah_49_21,sadness  
736,leviticus_1_15,disgust  
737,matthew_1_15,neutral  
738,mark_14_28,joy  
739,joshua_15_34,neutral  
740,2_kings_12_10,neutral  
741,job_34_37,anger  
742,numbers_16_3,anger  
743,2_samuel_12_16,sadness  
744,john_17_26,joy  
745,2_corinthians_4_13,joy  
746,john_15_10,joy  
747,leviticus_14_37,disgust  
748,proverbs_16_23,joy  
749,ezekiel_26_10,fear  
750,1_kings_20_21,anger  
751,1_corinthians_14_36,anger
752,genesis_50_21,joy
753,job_39_13,neutral
754,2_thessalonians_2_1,joy
755,galatians_3_27,joy
756,ezekiel_33_8,fear
757,mark_3_5,anger
758,luke_24_31,surprise
759,titus_2_2,neutral
760,2_corinthians_1_10,joy
761,jeremiah_52_11,sadness
762,ezekiel_40_43,neutral
763,1_samuel_13_2,neutral
764,psalms_135_4,joy
765,isaiah_54_2,joy
766,ecclesiastes_5_4,fear
767,1_samuel_17_20,neutral
768,1_chronicles_22_6,neutral
769,judges_6_12,joy
770,1_samuel_25_21,anger
771,isaiah_16_8,sadness
772,2_kings_6_33,anger
773,1_kings_1_42,surprise
774,2_kings_17_32,neutral
775,colossians_1_12,joy
776,genesis_40_23,sadness
777,1_kings_15_29,anger
778,psalms_78_48,anger
779,jeremiah_19_10,surprise
780,matthew_4_3,neutral
781,exodus_35_10,joy
782,matthew_14_10,sadness
783,1_kings_11_7,disgust
784,genesis_41_6,fear
785,ezra_5_9,neutral
786,2_kings_5_11,anger
787,2_chronicles_33_20,neutral
788,isaiah_5_25,anger
789,exodus_40_34,joy
790,acts_4_20,joy
791,1_chronicles_22_2,neutral
792,exodus_19_15,neutral
793,nahum_2_11,surprise
794,acts_3_21,joy
795,numbers_4_48,neutral
796,1_peter_3_19,neutral
797,deuteronomy_8_9,joy
798,1_samuel_12_17,fear
799,isaiah_65_19,joy
800,1_thessalonians_2_10,neutral
801,1_chronicles_4_31,neutral
802,isaiah_1_13,disgust
803,exodus_30_2,neutral
804,exodus_35_13,neutral
805,judges_8_3,anger
806,1_samuel_30_28,neutral
807,ezekiel_28_14,neutral
808,exodus_39_20,neutral
809,exodus_10_29,anger
810,2_kings_17_41,disgust
811,psalms_86_16,sadness
812,isaiah_34_4,fear
813,numbers_29_6,neutral
814,numbers_1_37,neutral
815,leviticus_12_2,neutral
816,leviticus_23_10,joy
817,jeremiah_49_14,fear
818,leviticus_22_17,neutral
819,jeremiah_19_1,neutral
820,deuteronomy_33_7,joy
821,exodus_9_8,neutral
822,psalms_23_2,joy
823,john_1_29,joy
824,psalms_145_13,joy
825,genesis_15_1,joy
826,genesis_21_11,sadness
827,2_samuel_11_14,neutral
828,1_chronicles_7_29,neutral
829,1_kings_11_33,anger
830,2_corinthians_9_9,joy
831,exodus_34_4,neutral
832,job_40_19,neutral
833,luke_19_6,joy
834,job_7_21,sadness
835,1_chronicles_1_51,neutral
836,matthew_11_17,sadness
837,psalms_72_17,joy
838,galatians_6_5,neutral
839,psalms_78_12,surprise
840,numbers_19_14,neutral
841,psalms_50_5,neutral
842,job_13_25,sadness
843,joshua_15_13,neutral
844,luke_13_15,anger
845,daniel_10_18,joy
846,jeremiah_50_15,anger
847,1_chronicles_23_32,neutral
848,genesis_31_22,surprise
849,genesis_35_12,joy
850,exodus_12_31,surprise
851,2_corinthians_12_2,surprise
852,mark_1_24,fear
853,deuteronomy_12_32,neutral
854,job_12_2,anger
855,acts_16_31,joy
856,matthew_9_7,neutral
857,psalms_19_6,neutral
858,romans_11_27,joy
859,1_timothy_1_11,joy
860,2_chronicles_6_27,neutral
861,jeremiah_26_14,fear
862,romans_4_11,neutral
863,acts_1_16,neutral
864,psalms_104_23,neutral
865,isaiah_31_8,fear
866,2_samuel_22_45,surprise
867,2_samuel_17_4,joy
868,ezra_8_25,neutral
869,genesis_35_7,surprise
870,ezekiel_22_8,anger  
871,hosea_1_3,neutral  
872,1_corinthians_15_7,surprise  
873,2_samuel_9_13,neutral  
874,psalms_104_22,neutral  
875,proverbs_4_16,anger  
876,genesis_4_19,neutral  
877,genesis_3_7,surprise  
878,leviticus_2_13,neutral  
879,ezekiel_12_24,anger  
880,mark_2_9,surprise  
881,judges_16_8,surprise  
882,2_chronicles_6_4,joy  
883,job_5_27,neutral  
884,2_chronicles_10_6,neutral  
885,psalms_119_135,joy  
886,1_kings_15_1,neutral  
887,proverbs_18_17,neutral  
888,ezekiel_6_8,hope  
889,revelation_21_14,joy  
890,psalms_135_1,joy  
891,numbers_33_42,neutral
892,luke_1_32,joy
893,2_corinthians_3_2,joy
894,micah_5_5,hope
895,isaiah_10_1,anger
896,1_chronicles_8_9,neutral
897,ezekiel_16_7,joy
898,2_kings_6_17,surprise
899,ezekiel_20_16,anger
900,psalms_27_6,joy
901,judges_6_9,joy
902,1_chronicles_19_1,neutral
903,genesis_36_23,neutral
904,2_kings_4_8,joy
905,2_chronicles_30_9,hope
906,luke_11_1,neutral
907,deuteronomy_6_21,joy
908,2_chronicles_32_6,hope
909,joshua_13_24,neutral
910,psalms_89_15,joy
911,matthew_21_26,fear
912,romans_8_27,hope
913,1_chronicles_25_8,neutral
914,genesis_46_32,neutral
915,joshua_1_15,hope
916,nehemiah_7_22,neutral
917,matthew_22_30,surprise
918,1_samuel_4_8,fear
919,leviticus_9_14,neutral
920,zechariah_9_6,anger
921,1_corinthians_7_24,neutral
922,2_timothy_2_4,neutral
923,luke_22_63,anger
924,acts_10_16,surprise
925,2_kings_21_15,anger
926,proverbs_29_5,disgust
927,numbers_8_18,neutral
928,job_31_19,sadness
929,deuteronomy_2_10,neutral
930,job_7_20,sadness
931,2_chronicles_35_21,fear
932,judges_3_18,neutral
933,ezekiel_32_1,neutral
934,2_kings_17_34,disgust
935,deuteronomy_23_13,neutral
936,proverbs_9_5,joy
937,isaiah_43_21,joy
938,exodus_21_32,disgust
939,acts_17_1,neutral
940,hebrews_10_32,sadness
941,hebrews_10_35,joy
942,daniel_6_13,anger
943,isaiah_65_7,anger
944,lamentations_5_20,sadness
945,1_corinthians_3_16,joy
946,john_12_35,fear
947,matthew_13_22,sadness
948,ecclesiastes_1_1,neutral
949,ecclesiastes_7_19,joy
950,isaiah_30_19,joy
951,numbers_16_33,fear
952,1_samuel_1_25,neutral
953,1_peter_4_3,disgust
954,psalms_92_9,anger
955,1_kings_16_18,sadness
956,luke_11_7,neutral
957,psalms_78_4,joy
958,job_35_14,trust
959,2_kings_10_21,neutral
960,1_john_3_1,joy
961,genesis_40_18,neutral
962,psalms_15_3,joy
963,leviticus_23_9,neutral
964,2_chronicles_33_16,joy
965,ezekiel_40_41,neutral
966,psalms_78_14,trust
967,jeremiah_6_25,fear
968,numbers_21_17,joy
969,1_kings_1_48,joy
970,psalms_25_6,trust
971,numbers_16_35,anger
972,genesis_29_28,neutral
973,luke_13_30,surprise
974,luke_24_37,fear
975,2_samuel_14_12,neutral
976,isaiah_5_6,anger
977,exodus_13_4,neutral
978,psalms_128_2,joy
979,2_chronicles_11_7,neutral
980,ecclesiastes_10_18,sadness
981,esther_2_6,sadness  
982,ezekiel_30_4,fear  
983,mark_13_19,fear  
984,exodus_35_29,joy  
985,leviticus_5_2,disgust  
986,psalms_86_6,trust  
987,joshua_3_3,neutral  
988,2_kings_8_6,joy  
989,luke_11_11,surprise  
990,deuteronomy_6_6,neutral  
991,matthew_21_36,anger  
992,jeremiah_36_15,neutral  
993,genesis_39_14,anger  
994,psalms_144_10,joy  
995,exodus_25_10,neutral  
996,acts_17_25,trust  
997,galatians_2_4,anger  
