id,verse_id,label
635,revelation_20_5,surprise
636,john_12_7,sadness
637,ezekiel_29_11,sadness
638,genesis_23_15,sadness
639,1_chronicles_13_14,joy
640,ezra_8_4,neutral
641,john_11_26,joy
642,2_samuel_18_33,sadness
643,galatians_5_21,disgust
644,isaiah_23_2,neutral
645,ezekiel_9_4,sadness
646,1_chronicles_7_34,neutral
647,revelation_2_14,anger
648,genesis_41_56,fear
649,1_samuel_15_18,anger
650,jeremiah_48_12,sadness
651,deuteronomy_10_18,joy
652,genesis_15_1,fear
653,1_chronicles_24_12,neutral
654,2_chronicles_6_28,fear
655,genesis_29_30,joy
656,matthew_27_12,neutral
657,2_kings_14_3,joy
658,daniel_4_6,neutral
659,matthew_24_21,fear
660,ezekiel_16_2,disgust
661,2_chronicles_24_11,joy
662,acts_19_4,joy
663,titus_3_4,joy
664,psalms_97_9,joy
665,matthew_9_14,neutral
666,deuteronomy_2_7,joy
667,haggai_1_4,anger
668,genesis_46_4,joy
669,acts_23_24,neutral
670,2_chronicles_27_1,neutral
671,ezekiel_41_5,neutral
672,1_timothy_6_7,neutral
673,2_chronicles_6_4,joy
674,matthew_26_75,sadness
675,1_chronicles_27_8,neutral
676,acts_1_15,neutral
677,zephaniah_2_12,anger
678,isaiah_51_5,joy
679,job_1_1,joy
680,psalms_5_1,neutral
681,matthew_21_24,neutral
682,numbers_1_12,neutral
683,luke_13_18,neutral
684,luke_10_29,neutral
685,john_12_2,joy
686,psalms_8_9,joy
687,job_28_2,neutral
688,2_samuel_1_21,sadness
689,revelation_2_27,anger
690,judges_17_8,neutral
691,john_21_12,joy
692,galatians_6_8,neutral
693,joshua_15_63,sadness
694,genesis_2_11,neutral
695,hebrews_7_15,neutral
696,1_chronicles_21_17,sadness
697,numbers_14_25,fear
698,john_13_1,joy
699,philemon_1_18,neutral
700,romans_4_24,joy
701,psalms_37_8,anger
702,acts_25_12,neutral
703,2_chronicles_33_9,disgust
704,genesis_24_41,neutral
705,numbers_13_28,fear
706,matthew_25_17,joy
707,acts_20_6,neutral
708,ezekiel_28_10,fear
709,mark_1_16,neutral
710,song_of_solomon_1_6,sadness
711,2_samuel_6_4,joy
712,john_5_23,joy
713,haggai_2_21,surprise
714,2_kings_17_23,sadness
715,psalms_110_7,joy
716,jeremiah_51_53,anger
717,genesis_34_22,neutral
718,judges_9_47,neutral
719,joshua_6_3,neutral
720,philippians_1_10,joy
721,1_samuel_4_11,sadness
722,joshua_4_12,neutral
723,proverbs_31_17,joy
724,leviticus_23_25,neutral
725,judges_8_35,sadness
726,judges_15_5,anger
727,psalms_106_28,disgust
728,ezekiel_11_13,fear
729,jeremiah_16_1,neutral
730,1_kings_12_31,disgust
731,matthew_23_20,neutral
732,matthew_26_52,neutral
733,jeremiah_34_22,anger
734,isaiah_26_1,joy
735,daniel_5_11,neutral
736,exodus_12_47,neutral
737,1_chronicles_6_14,neutral
738,luke_21_35,surprise
739,isaiah_57_6,disgust
740,deuteronomy_29_14,neutral
741,job_34_15,sadness
742,numbers_2_20,neutral
743,job_18_8,fear
744,romans_8_13,neutral
745,exodus_7_18,disgust
746,exodus_28_43,fear
747,acts_9_29,fear
748,2_chronicles_6_34,fear
749,joshua_22_30,joy
750,2_corinthians_9_1,neutral
751,deuteronomy_11_15,joy
752,judges_20_48,anger
753,isaiah_45_18,neutral
754,genesis_49_30,sadness
755,1_chronicles_9_26,neutral
756,2_samuel_3_27,anger
757,romans_6_12,neutral
758,job_29_14,joy
759,2_chronicles_33_21,neutral
760,1_corinthians_10_15,neutral
761,2_kings_25_29,joy
762,judges_9_49,anger
763,ezekiel_20_7,disgust
764,nehemiah_10_19,neutral
765,matthew_18_32,anger
766,1_chronicles_26_26,neutral
767,proverbs_26_13,fear
768,2_chronicles_10_2,neutral
769,genesis_18_30,fear
770,exodus_9_29,surprise
771,judges_11_8,surprise
772,1_chronicles_15_14,joy
773,1_kings_17_20,sadness
774,deuteronomy_10_5,neutral
775,numbers_28_6,neutral
776,ecclesiastes_6_3,sadness
777,genesis_18_14,surprise
778,joshua_22_27,joy
779,1_chronicles_6_31,joy
780,hebrews_8_2,neutral
781,psalms_41_1,joy
782,numbers_8_21,joy
783,2_kings_17_17,anger
784,john_16_1,neutral
785,jeremiah_17_22,neutral
786,acts_26_14,surprise
787,acts_18_2,sadness
788,isaiah_29_21,anger
789,ezra_6_17,joy
790,jeremiah_31_16,joy
791,genesis_32_32,neutral
792,1_chronicles_2_51,neutral
793,luke_17_14,joy
794,isaiah_4_3,joy
795,matthew_16_14,neutral
796,job_37_17,neutral
797,ezekiel_36_16,neutral
798,1_samuel_19_10,fear
799,ezekiel_31_14,sadness
800,numbers_12_4,surprise
801,isaiah_65_7,anger
802,ecclesiastes_4_6,neutral
803,ezekiel_4_15,disgust
804,deuteronomy_22_19,anger
805,psalms_18_50,joy
806,leviticus_11_9,neutral
807,genesis_25_22,fear
808,2_kings_2_5,sadness
809,numbers_15_20,neutral
810,john_4_22,neutral
811,leviticus_25_2,neutral
812,jeremiah_9_16,anger
813,proverbs_4_23,neutral
814,genesis_19_37,neutral
815,genesis_10_13,neutral
816,john_12_45,neutral
817,psalms_30_2,joy
818,psalms_104_20,neutral
819,psalms_32_6,joy
820,exodus_5_23,sadness
821,ezra_1_9,neutral
822,joshua_15_8,neutral
823,hebrews_6_3,neutral
824,1_samuel_2_31,fear
825,ezekiel_16_10,joy
826,luke_15_7,joy
827,romans_12_12,joy
828,judges_15_15,anger
829,proverbs_10_17,neutral
830,matthew_16_21,sadness
831,isaiah_63_2,surprise
832,jeremiah_8_9,sadness
833,philemon_1_5,joy
834,hebrews_2_1,neutral
835,isaiah_37_38,anger
836,job_8_2,anger
837,philemon_1_6,joy
838,deuteronomy_20_18,disgust
839,luke_22_66,neutral
840,philippians_3_18,sadness
841,numbers_7_77,neutral
842,1_chronicles_11_31,neutral
843,judges_8_9,anger
844,ezekiel_14_14,neutral
845,deuteronomy_18_16,fear
846,romans_16_18,disgust
847,job_22_20,anger
848,isaiah_58_6,joy
849,numbers_24_17,anger
850,luke_18_34,surprise
851,exodus_20_18,fear
852,revelation_20_1,surprise
853,genesis_50_14,sadness
854,esther_4_8,fear
855,numbers_6_18,neutral
856,genesis_46_1,neutral
857,2_samuel_13_8,neutral
858,acts_1_1,neutral
859,ezekiel_2_4,anger
860,ecclesiastes_10_5,anger
861,matthew_19_9,disgust
862,psalms_141_9,fear
863,1_kings_7_36,neutral
864,judges_20_29,surprise
865,isaiah_25_7,joy
866,psalms_65_5,surprise
867,2_kings_7_14,surprise
868,judges_17_4,neutral
869,isaiah_37_31,joy
870,exodus_10_9,joy
871,numbers_28_25,neutral
872,1_timothy_6_16,neutral
873,acts_28_18,joy
874,psalms_102_27,neutral
875,1_samuel_14_46,neutral
876,isaiah_9_11,anger
877,ezekiel_11_21,anger
878,exodus_28_25,neutral
879,deuteronomy_8_8,joy
880,exodus_30_3,neutral
881,psalms_143_10,neutral
882,joshua_8_27,neutral
883,ezekiel_30_22,anger
884,john_19_27,neutral
885,revelation_21_17,neutral
886,acts_21_36,anger
887,1_samuel_26_9,fear
888,mark_8_14,surprise
889,1_chronicles_24_27,neutral
890,1_samuel_15_5,neutral
891,psalms_84_10,joy
892,john_12_3,joy
893,numbers_28_16,neutral
894,job_9_13,anger
895,psalms_85_6,joy
896,nehemiah_6_10,fear
897,jeremiah_32_32,anger
898,exodus_25_4,neutral
899,genesis_17_20,joy
900,2_thessalonians_3_11,disgust
901,psalms_101_8,anger
902,jeremiah_34_19,neutral
903,genesis_49_20,joy
904,leviticus_23_38,neutral
905,joshua_11_5,fear
906,genesis_46_18,neutral
907,isaiah_63_12,joy
908,proverbs_29_11,neutral
909,1_kings_3_3,joy
910,psalms_18_30,trust
911,ezekiel_43_8,anger
912,1_kings_3_2,neutral
913,1_corinthians_1_30,joy
914,2_samuel_7_9,joy
915,leviticus_7_4,neutral
916,2_samuel_7_5,neutral
917,1_chronicles_14_5,neutral
918,2_chronicles_9_6,surprise
919,nehemiah_7_30,neutral
920,acts_7_42,anger
921,2_chronicles_6_42,neutral
922,genesis_17_7,joy
923,job_38_9,neutral
924,job_6_20,sadness
925,matthew_26_46,surprise
926,deuteronomy_13_12,neutral
927,psalms_119_74,joy
928,psalms_112_2,joy
929,proverbs_10_1,sadness
930,joshua_19_10,neutral
931,jeremiah_51_52,sadness
932,job_30_26,sadness
933,mark_4_20,joy
934,luke_22_34,sadness
935,2_kings_6_14,fear
936,psalms_72_16,joy
937,psalms_110_3,joy
938,isaiah_44_21,joy
939,revelation_2_15,anger
940,joshua_4_23,surprise
941,psalms_95_8,anger
942,2_kings_6_23,joy
943,jeremiah_32_22,joy
944,exodus_19_3,surprise
945,exodus_21_14,anger
946,job_23_4,neutral
947,proverbs_11_17,joy
948,ruth_4_18,neutral
949,colossians_3_16,joy
950,2_peter_1_15,neutral
951,1_timothy_3_6,fear
952,luke_1_23,neutral
953,genesis_31_47,neutral
954,2_kings_3_7,trust
955,numbers_20_22,neutral
956,matthew_27_7,sadness
957,deuteronomy_5_3,neutral
958,1_thessalonians_5_26,joy
959,nehemiah_12_1,neutral
960,isaiah_30_27,anger
961,jeremiah_15_2,fear
962,jeremiah_50_33,sadness
963,ezra_5_12,anger
964,2_kings_18_7,joy
965,mark_1_22,surprise
966,lamentations_1_6,sadness
967,judges_8_13,neutral
968,2_chronicles_15_3,sadness
969,joshua_6_8,neutral
970,2_chronicles_28_26,neutral
971,revelation_16_20,surprise
972,zechariah_6_2,neutral
973,numbers_4_32,neutral
974,nehemiah_8_5,surprise
975,judges_21_4,joy
976,galatians_4_16,anger
977,acts_11_15,surprise
978,zechariah_9_9,joy
979,1_chronicles_12_26,neutral
980,psalms_35_5,anger
981,exodus_35_25,neutral
982,galatians_5_2,anger
983,revelation_6_5,fear
984,revelation_20_4,joy
985,hebrews_10_31,fear
